Round_Number,Home_Team,Home_Score,Away_Team,Away_Score,Player,Tries
18,Storm,16,Panthers,34,Nick Meaney,0
18,Storm,16,Panthers,34,Will Warbrick,0
18,Storm,16,Panthers,34,Reimis Smith,0
18,Storm,16,Panthers,34,Justin Olam,0
18,Storm,16,Panthers,34,Xavier Coates,0
18,Storm,16,Panthers,34,Cameron Munster,0
18,Storm,16,Panthers,34,Jahrome Hughes,0
18,Storm,16,Panthers,34,Tariq Sims,0
18,Storm,16,Panthers,34,Harry Grant,1
18,Storm,16,Panthers,34,Christian Welch captain,0
18,Storm,16,Panthers,34,Trent Loiero,0
18,Storm,16,Panthers,34,Nelson Asofa-Solomona,1
18,Storm,16,Panthers,34,Josh King,0
18,Storm,16,Panthers,34,Dylan Edwards,0
18,Storm,16,Panthers,34,Sunia Turuva,0
18,Storm,16,Panthers,34,Izack Tago,2
18,Storm,16,Panthers,34,Stephen Crichton,1
18,Storm,16,Panthers,34,Brian To'o,1
18,Storm,16,Panthers,34,Jarome Luai,0
18,Storm,16,Panthers,34,Jack Cogger,0
18,Storm,16,Panthers,34,Moses Leota,0
18,Storm,16,Panthers,34,Mitch Kenny,0
18,Storm,16,Panthers,34,James Fisher-Harris,0
18,Storm,16,Panthers,34,Scott Sorensen,0
18,Storm,16,Panthers,34,Liam Martin,1
18,Storm,16,Panthers,34,Isaah Yeo captain,0
